cliente_id,segmento,zona_operativa,canal_preferido,antiguedad_meses,compras_90d,ticket_promedio,reclamos_180d,costo_contacto,valor_cliente_12m,abandono_30d
764,Premium,Remota,Digital,60,10,167.43,0,1.80,6526.23,0
765,Frecuente,Sur,Sucursal,49,9,71.78,1,8.50,1893.75,0
766,Inicial,Sur,Digital,16,5,63.69,0,1.80,1527.49,0
767,Premium,Sur,Telefónico,44,5,84.71,0,4.20,1661.16,0
768,Premium,Sur,Digital,18,7,134.07,0,1.80,3227.43,0
769,Frecuente,Remota,Sucursal,69,9,95.97,0,8.50,3904.55,0
770,Inicial,Sur,Telefónico,49,0,55.57,0,4.20,20.00,0
771,Inicial,Centro,Digital,25,0,50.80,1,1.80,20.00,0
772,Premium,Sur,Sucursal,29,9,137.77,1,8.50,3897.96,0
773,Premium,Norte,Digital,82,5,164.45,0,1.80,2988.53,0
774,Premium,Norte,Digital,17,8,134.68,0,1.80,4985.71,0
775,Premium,Sur,Digital,3,12,133.14,0,1.80,5841.41,0
776,Premium,Centro,Telefónico,42,8,63.64,1,4.20,1482.84,0
777,Frecuente,Centro,Telefónico,29,10,87.63,0,4.20,2820.52,0
778,Inicial,Norte,Telefónico,55,1,96.67,0,4.20,262.16,0
779,Premium,Centro,Digital,56,9,104.96,0,1.80,2693.14,0
780,Frecuente,Centro,Telefónico,67,4,87.75,0,4.20,1480.07,0
781,Premium,Remota,Sucursal,11,13,126.47,0,8.50,6581.05,0
782,Frecuente,Centro,Digital,81,8,61.88,0,1.80,1160.93,0
783,Frecuente,Centro,Sucursal,53,6,104.29,0,8.50,2001.20,0
784,Premium,Centro,Digital,4,8,114.48,0,1.80,2473.14,0
785,Inicial,Norte,Telefónico,17,0,30.97,0,4.20,20.00,0
786,Inicial,Norte,Digital,56,3,10.26,0,1.80,96.36,0
787,Inicial,Norte,Digital,78,0,64.21,1,1.80,20.00,0
788,Premium,Centro,Digital,26,9,168.96,0,1.80,4141.11,0
789,Frecuente,Remota,Sucursal,43,7,47.14,0,8.50,1007.93,0
790,Inicial,Remota,Digital,1,3,21.26,0,1.80,217.71,0
791,Frecuente,Remota,Digital,24,6,69.52,1,1.80,1519.33,0
792,Premium,Sur,Digital,4,9,141.17,1,1.80,3518.33,0
793,Premium,Norte,Digital,3,9,151.72,1,1.80,3491.26,0
794,Frecuente,Norte,Digital,31,8,56.18,1,1.80,1189.04,0
795,Premium,Remota,Telefónico,9,12,168.67,0,4.20,7255.46,0
796,Frecuente,Norte,Telefónico,79,6,31.80,0,4.20,565.68,0
797,Premium,Sur,Telefónico,66,13,125.13,0,4.20,5569.48,0
798,Premium,Remota,Sucursal,83,9,135.17,0,8.50,4317.48,0
799,Premium,Remota,Sucursal,64,6,140.20,0,8.50,3271.63,0
800,Frecuente,Norte,Digital,40,3,51.19,1,1.80,400.64,0
801,Inicial,Norte,Sucursal,38,0,52.63,0,8.50,20.00,0
802,Frecuente,Sur,Sucursal,41,4,71.23,0,8.50,953.97,0
803,Inicial,Sur,Telefónico,66,1,42.20,0,4.20,105.86,0
804,Frecuente,Norte,Sucursal,33,7,57.65,2,8.50,1604.98,0
805,Inicial,Sur,Digital,39,1,,2,1.80,289.27,0
806,Premium,Norte,Telefónico,30,8,140.77,1,4.20,3866.61,0
807,Frecuente,Remota,Digital,11,5,86.28,0,1.80,1184.19,0
808,Frecuente,Norte,Sucursal,17,2,58.57,1,8.50,409.89,0
809,Inicial,Remota,Digital,52,2,8.36,0,1.80,61.47,0
810,Frecuente,Remota,Telefónico,27,8,80.26,0,4.20,2057.69,0
811,Frecuente,Sur,Digital,14,5,58.63,1,1.80,665.40,0
812,Frecuente,Sur,Digital,38,3,67.08,0,1.80,472.79,0
813,Frecuente,Remota,Digital,15,7,90.12,0,1.80,2869.97,0
814,Frecuente,Remota,Sucursal,61,4,89.03,1,8.50,1070.76,0
815,Frecuente,Sur,Digital,19,2,86.97,0,1.80,531.43,0
816,Frecuente,Centro,Sucursal,37,5,39.38,0,8.50,610.67,0
817,Frecuente,Norte,Digital,23,8,49.06,0,1.80,1050.65,0
818,Inicial,Norte,Telefónico,21,3,39.98,1,4.20,354.86,0
819,Premium,Norte,Telefónico,53,11,133.54,0,4.20,3633.67,0
820,Frecuente,Norte,Digital,65,5,77.37,0,1.80,1493.60,0
821,Frecuente,Remota,Telefónico,51,7,76.29,0,4.20,2105.46,0
822,Inicial,Norte,Sucursal,57,0,,1,8.50,20.00,0
823,Inicial,Norte,Digital,69,1,30.44,0,1.80,88.60,0
824,Premium,Centro,Telefónico,69,8,142.82,1,4.20,4998.67,0
825,Premium,Centro,Digital,40,6,146.17,1,1.80,2389.50,0
826,Inicial,Centro,Digital,4,2,66.71,0,1.80,360.20,0
827,Inicial,Norte,Sucursal,6,1,50.79,0,8.50,136.77,0
828,Frecuente,Centro,Digital,14,8,62.80,1,1.80,1630.57,0
829,Frecuente,Norte,Digital,36,4,53.37,1,1.80,637.05,0
830,Inicial,Norte,Digital,13,2,8.00,0,1.80,64.17,0
831,Premium,Norte,Digital,82,9,98.49,1,1.80,2105.65,0
832,Frecuente,Remota,Digital,30,5,34.53,0,1.80,385.76,1
833,Inicial,Sur,Digital,55,2,11.66,1,1.80,69.28,0
834,Inicial,Norte,Telefónico,77,2,70.93,0,4.20,635.65,0
835,Inicial,Remota,Sucursal,37,2,27.69,0,8.50,151.48,0
836,Inicial,Norte,Sucursal,49,0,29.85,0,8.50,20.00,0
837,Inicial,Centro,Sucursal,19,2,40.30,1,8.50,343.95,0
838,Frecuente,Remota,Digital,26,8,72.48,1,1.80,1650.92,0
839,Premium,Norte,Digital,62,13,166.01,0,1.80,7224.55,0
840,Inicial,Remota,Digital,49,2,36.02,0,1.80,328.25,0
841,Premium,Norte,Digital,60,8,153.39,0,1.80,3762.91,0
842,Inicial,Centro,Digital,65,1,42.14,0,1.80,137.04,0
843,Premium,Sur,Digital,40,7,110.23,0,1.80,3546.43,0
844,Inicial,Remota,Telefónico,45,2,17.26,0,4.20,137.70,0
845,Frecuente,Norte,Digital,5,7,61.23,0,1.80,1684.87,0
846,Premium,Norte,Digital,78,8,103.82,0,1.80,2175.86,0
847,Premium,Remota,Digital,76,9,133.41,1,1.80,3159.22,0
848,Premium,Remota,Sucursal,53,6,135.84,0,8.50,3635.57,0
849,Frecuente,Norte,Digital,27,7,61.71,0,1.80,1867.17,1
850,Premium,Remota,Digital,84,14,128.92,1,1.80,4798.53,0
851,Frecuente,Norte,Digital,15,2,85.44,0,1.80,457.10,0
852,Frecuente,Remota,Sucursal,80,6,98.42,1,8.50,1421.62,0
853,Inicial,Sur,Digital,31,0,49.97,0,1.80,20.00,1
854,Inicial,Centro,Digital,1,2,24.35,1,1.80,228.96,0
855,Frecuente,Remota,Digital,44,9,71.85,1,1.80,2058.77,0
856,Frecuente,Centro,Digital,52,4,64.21,0,1.80,657.81,0
857,Frecuente,Norte,Digital,80,4,27.38,0,1.80,241.81,0
858,Frecuente,Centro,Sucursal,6,5,110.45,0,8.50,2188.29,0
859,Premium,Centro,Digital,61,12,131.10,1,1.80,4663.00,0
860,Premium,Centro,Digital,12,7,123.62,1,1.80,3138.40,0
861,Frecuente,Centro,Digital,70,6,88.52,0,1.80,1292.02,0
862,Inicial,Sur,Telefónico,36,0,48.43,1,4.20,20.00,0
863,Inicial,Remota,Digital,43,5,8.00,0,1.80,154.97,0
864,Premium,Remota,Sucursal,72,6,160.15,0,8.50,2696.97,0
865,Inicial,Centro,Digital,76,5,29.76,1,1.80,657.46,0
866,Inicial,Sur,Digital,69,3,53.78,1,1.80,532.66,0
867,Inicial,Norte,Digital,2,0,38.65,1,1.80,20.00,0
868,Premium,Sur,Digital,5,12,118.22,0,1.80,6774.09,0
869,Premium,Remota,Sucursal,28,5,136.17,0,8.50,2087.61,0
870,Premium,Norte,Sucursal,7,12,171.77,0,8.50,9126.50,0
871,Premium,Norte,Telefónico,71,7,150.75,0,4.20,3395.30,0
872,Frecuente,Norte,Sucursal,71,6,62.02,0,8.50,1546.37,0
873,Premium,Sur,Digital,21,7,122.92,0,1.80,2362.26,0
874,Premium,Centro,Digital,74,9,168.76,1,1.80,6731.54,0
875,Premium,Norte,Telefónico,13,7,156.43,0,4.20,3876.50,0
876,Inicial,Remota,Digital,16,1,46.60,1,1.80,185.86,0
877,Frecuente,Centro,Sucursal,84,3,94.91,0,8.50,712.76,0
878,Premium,Norte,Digital,74,9,162.34,0,1.80,5849.62,0
879,Frecuente,Remota,Telefónico,56,5,83.85,0,4.20,1862.12,0
880,Premium,Centro,Digital,69,11,141.16,0,1.80,3674.13,0
881,Premium,Centro,Sucursal,27,13,124.04,0,8.50,4301.84,0
882,Inicial,Centro,Digital,27,4,39.09,0,1.80,448.38,0
883,Inicial,Sur,Digital,70,4,103.12,0,1.80,956.96,0
884,Frecuente,Remota,Digital,63,4,62.13,0,1.80,1183.87,0
885,Inicial,Centro,Sucursal,6,2,60.44,0,8.50,566.86,0
886,Frecuente,Sur,Digital,80,9,45.24,1,1.80,1171.83,0
887,Frecuente,Centro,Telefónico,55,7,67.10,1,4.20,1362.39,0
888,Premium,Sur,Sucursal,83,11,149.02,0,8.50,5395.03,0
889,Frecuente,Remota,Digital,78,6,91.04,0,1.80,1779.52,0
890,Frecuente,Sur,Digital,29,5,70.39,1,1.80,1670.51,0
891,Inicial,Norte,Digital,40,0,21.95,1,1.80,20.00,0
892,Inicial,Centro,Digital,50,3,63.34,2,1.80,752.95,0
893,Frecuente,Remota,Sucursal,34,8,73.72,0,8.50,1878.27,0
894,Premium,Sur,Sucursal,32,9,124.11,0,8.50,3786.90,0
895,Frecuente,Sur,Digital,55,2,67.07,1,1.80,516.79,0
896,Frecuente,Centro,Sucursal,10,5,64.74,0,8.50,851.12,0
897,Premium,Remota,Sucursal,2,11,129.06,0,8.50,4893.86,0
898,Premium,Centro,Digital,79,8,151.62,1,1.80,2691.54,0
899,Frecuente,Norte,Telefónico,68,5,65.54,0,4.20,1513.39,0
900,Inicial,Centro,Digital,18,2,8.00,0,1.80,52.79,0
901,Inicial,Sur,Telefónico,32,3,,1,4.20,82.95,0
902,Premium,Remota,Digital,40,7,189.77,0,1.80,4703.00,0
903,Premium,Remota,Digital,1,7,120.78,0,1.80,3816.85,0
904,Inicial,Remota,Digital,11,2,,0,1.80,52.29,0
905,Premium,Sur,Digital,51,7,151.23,1,1.80,3070.64,0
906,Frecuente,Norte,Digital,56,4,121.74,0,1.80,1969.26,0
907,Inicial,Remota,Digital,43,2,36.73,0,1.80,288.69,0
908,Premium,Remota,Sucursal,17,11,116.50,1,8.50,5757.21,0
909,Frecuente,Norte,Digital,14,6,59.98,0,1.80,1432.25,0
910,Frecuente,Centro,Digital,38,6,70.00,1,1.80,1392.33,0
911,Inicial,Norte,Digital,15,6,8.00,0,1.80,130.36,0
912,Premium,Norte,Digital,76,12,125.61,0,1.80,3788.16,0
913,Inicial,Norte,Digital,79,3,90.59,0,1.80,1092.64,0
914,Frecuente,Remota,Digital,55,7,59.36,0,1.80,1204.93,0
915,Frecuente,Norte,Digital,7,6,72.71,0,1.80,1283.48,0
916,Frecuente,Norte,Digital,63,4,58.62,1,1.80,574.88,1
917,Inicial,Sur,Digital,47,1,13.03,0,1.80,38.02,0
918,Inicial,Norte,Sucursal,78,1,68.20,1,8.50,311.81,0
919,Premium,Remota,Telefónico,10,11,123.08,0,4.20,5657.33,0
920,Inicial,Norte,Digital,33,4,76.47,0,1.80,1345.79,0
921,Frecuente,Remota,Sucursal,16,6,67.23,0,8.50,1415.78,1
922,Premium,Norte,Digital,73,11,194.70,1,1.80,5770.69,0
923,Premium,Centro,Digital,66,6,162.76,0,1.80,2615.79,0
924,Premium,Centro,Telefónico,66,9,98.82,0,4.20,3170.84,0
925,Premium,Sur,Sucursal,22,9,164.24,0,8.50,6872.59,0
926,Inicial,Norte,Telefónico,27,4,43.76,0,4.20,543.21,0
927,Inicial,Sur,Sucursal,53,3,33.04,1,8.50,220.73,0
928,Frecuente,Norte,Digital,3,5,8.00,0,1.80,168.93,0
929,Premium,Remota,Telefónico,33,10,110.19,0,4.20,3056.25,0
930,Frecuente,Norte,Digital,56,4,36.90,1,1.80,360.67,0
931,Inicial,Norte,Sucursal,24,1,41.04,0,8.50,132.35,0
932,Inicial,Remota,Digital,83,3,55.84,0,1.80,597.99,0
933,Premium,Centro,Digital,3,9,137.53,1,1.80,3148.42,0
934,Premium,Centro,Sucursal,2,4,145.98,0,8.50,2402.20,0
935,Inicial,Norte,Digital,73,4,17.39,0,1.80,197.12,0
936,Premium,Centro,Digital,6,11,151.08,0,1.80,5866.45,0
937,Inicial,Centro,Digital,50,3,73.00,0,1.80,700.85,0
938,Inicial,Remota,Digital,15,6,54.58,2,1.80,960.37,1
939,Frecuente,Centro,Telefónico,78,7,92.65,0,4.20,2143.78,0
940,Premium,Sur,Digital,14,10,131.27,1,1.80,4147.72,0
941,Inicial,Centro,Telefónico,20,2,31.69,1,4.20,270.77,0
942,Inicial,Remota,Telefónico,36,3,58.03,1,4.20,440.72,0
943,Frecuente,Remota,Digital,53,3,51.63,1,1.80,711.85,0
944,Premium,Remota,Digital,30,12,111.30,1,1.80,4403.37,0
945,Premium,Norte,Sucursal,31,8,147.36,0,8.50,4046.04,0
946,Frecuente,Sur,Telefónico,18,4,68.29,1,4.20,1206.96,0
947,Inicial,Norte,Telefónico,8,1,33.02,0,4.20,135.57,0
948,Inicial,Centro,Sucursal,10,0,13.12,0,8.50,20.00,0
949,Inicial,Centro,Digital,54,2,57.31,0,1.80,460.32,0
950,Frecuente,Remota,Sucursal,2,2,68.80,1,8.50,617.97,1
951,Premium,Norte,Digital,55,7,90.64,0,1.80,2912.24,0
952,Frecuente,Norte,Digital,12,4,8.00,0,1.80,80.81,0
953,Inicial,Remota,Digital,72,1,39.10,0,1.80,152.37,0
954,Inicial,Sur,Sucursal,25,0,43.59,1,8.50,20.00,0
955,Inicial,Sur,Digital,14,4,,0,1.80,841.90,0
956,Frecuente,Centro,Telefónico,73,4,139.64,1,4.20,1931.43,0
957,Frecuente,Centro,Telefónico,37,8,64.75,0,4.20,1618.93,0
958,Frecuente,Remota,Telefónico,65,7,107.08,1,4.20,1941.80,0
959,Premium,Centro,Digital,20,8,126.14,0,1.80,2827.72,0
960,Inicial,Norte,Telefónico,65,0,8.00,0,4.20,20.00,0
961,Inicial,Sur,Digital,80,3,24.96,1,1.80,240.19,0
962,Inicial,Norte,Sucursal,64,0,48.41,0,8.50,20.00,0
963,Inicial,Remota,Digital,41,2,62.59,1,1.80,390.40,1
964,Frecuente,Sur,Telefónico,33,7,74.14,0,4.20,2388.74,0
965,Frecuente,Centro,Digital,37,2,99.60,1,1.80,628.15,0
966,Frecuente,Centro,Sucursal,65,5,25.23,1,8.50,602.54,0
967,Inicial,Norte,Sucursal,72,5,47.34,0,8.50,766.54,0
968,Frecuente,Centro,Digital,60,7,39.79,0,1.80,949.29,0
969,Frecuente,Remota,Digital,43,7,80.66,0,1.80,2330.39,0
970,Premium,Norte,Telefónico,19,8,121.58,0,4.20,2219.05,0
971,Frecuente,Remota,Telefónico,28,9,88.10,1,4.20,2300.62,0
972,Inicial,Sur,Digital,39,1,63.45,0,1.80,208.84,0
973,Inicial,Centro,Digital,55,0,78.62,1,1.80,20.00,0
974,Inicial,Remota,Digital,74,3,42.40,0,1.80,538.81,0
975,Premium,Norte,Digital,41,13,139.55,1,1.80,5483.58,0
976,Frecuente,Centro,Telefónico,17,5,49.23,0,4.20,911.72,1
977,Inicial,Remota,Sucursal,22,0,35.07,0,8.50,20.00,0
978,Frecuente,Centro,Digital,40,7,23.73,0,1.80,667.40,0
979,Frecuente,Sur,Digital,70,1,101.14,0,1.80,343.16,0
980,Inicial,Remota,Digital,56,5,20.14,0,1.80,467.17,0
981,Inicial,Centro,Digital,3,0,28.52,0,1.80,20.00,1
982,Premium,Centro,Sucursal,54,9,144.86,1,8.50,4738.09,0
983,Inicial,Sur,Telefónico,60,0,68.14,0,4.20,20.00,0
984,Frecuente,Sur,Telefónico,34,2,,2,4.20,490.38,0
985,Frecuente,Centro,Digital,20,6,27.47,0,1.80,498.74,0
986,Frecuente,Norte,Sucursal,51,5,84.17,1,8.50,1832.42,0
987,Inicial,Remota,Telefónico,23,0,57.01,1,4.20,20.00,1
988,Premium,Remota,Telefónico,81,10,174.61,0,4.20,4563.54,0
989,Inicial,Remota,Digital,76,3,72.31,0,1.80,799.75,0
990,Frecuente,Sur,Digital,84,4,88.14,0,1.80,1266.44,0
991,Frecuente,Sur,Sucursal,36,6,78.66,2,8.50,2102.10,0
992,Inicial,Centro,Digital,34,2,53.35,0,1.80,371.87,0
993,Frecuente,Centro,Digital,3,4,86.29,0,1.80,1136.23,0
994,Frecuente,Norte,Digital,2,5,100.97,0,1.80,1939.27,0
995,Frecuente,Sur,Digital,79,5,70.59,0,1.80,888.02,0
996,Premium,Norte,Digital,47,8,147.61,0,1.80,3603.47,0
997,Inicial,Sur,Digital,26,3,38.56,0,1.80,478.68,0
998,Frecuente,Norte,Digital,26,5,52.68,0,1.80,771.97,0
999,Premium,Sur,Digital,27,11,127.05,1,1.80,5789.09,0
1000,Premium,Remota,Digital,73,7,104.11,1,1.80,3155.78,0
1001,Premium,Sur,Sucursal,38,5,105.14,1,8.50,1701.03,0
1002,Frecuente,Norte,Digital,10,5,,1,1.80,992.45,0
1003,Premium,Centro,Sucursal,28,5,144.23,1,8.50,2309.44,0
1004,Inicial,Sur,Sucursal,10,0,14.07,0,8.50,20.00,0
1005,Inicial,Norte,Digital,64,0,45.62,0,1.80,20.00,0
1006,Premium,Centro,Digital,83,9,141.53,0,1.80,2817.67,0
1007,Frecuente,Centro,Telefónico,68,8,80.40,1,4.20,2757.18,0
1008,Frecuente,Remota,Digital,41,6,64.55,0,1.80,1152.64,0
1009,Premium,Centro,Telefónico,80,10,145.28,0,4.20,6949.23,0
1010,Inicial,Norte,Digital,48,1,57.03,0,1.80,126.21,0
1011,Inicial,Centro,Digital,39,3,54.74,0,1.80,476.57,0
1012,Frecuente,Centro,Digital,19,3,72.96,0,1.80,1031.14,0
1013,Inicial,Norte,Sucursal,63,3,41.87,0,8.50,362.48,0
1014,Premium,Norte,Sucursal,27,7,131.78,0,8.50,3215.79,0
1015,Frecuente,Remota,Digital,14,4,109.10,0,1.80,1315.62,0
1016,Premium,Norte,Telefónico,14,6,149.47,0,4.20,2820.91,0
1017,Premium,Norte,Sucursal,25,10,145.52,0,8.50,5385.56,0
1018,Inicial,Centro,Digital,59,0,47.23,0,1.80,20.00,0
1019,Premium,Centro,Digital,28,10,158.00,0,1.80,4595.74,0
1020,Premium,Remota,Digital,25,8,108.61,1,1.80,3107.91,0
1021,Premium,Centro,Sucursal,15,9,142.79,1,8.50,3047.18,0
1022,Premium,Remota,Digital,13,9,143.41,1,1.80,5160.83,0
1023,Inicial,Sur,Sucursal,77,1,46.84,1,8.50,178.81,0
1024,Premium,Norte,Digital,9,13,145.79,1,1.80,6412.55,0
1025,Frecuente,Sur,Digital,34,6,,0,1.80,1159.59,0
1026,Inicial,Remota,Digital,3,1,8.00,0,1.80,34.98,0
1027,Inicial,Centro,Digital,43,0,,1,1.80,20.00,0
1028,Frecuente,Sur,Sucursal,67,5,79.26,0,8.50,1801.55,0
1029,Premium,Centro,Digital,53,10,107.34,0,1.80,3043.50,0
1030,Frecuente,Norte,Sucursal,25,7,92.53,0,8.50,1606.77,0
1031,Premium,Remota,Telefónico,68,10,181.96,0,4.20,6790.21,0
1032,Inicial,Centro,Sucursal,44,3,51.20,0,8.50,655.58,0
1033,Frecuente,Sur,Digital,2,2,72.25,0,1.80,681.04,0
1034,Frecuente,Remota,Digital,38,6,78.91,0,1.80,1389.96,0
1035,Frecuente,Centro,Digital,1,7,76.03,1,1.80,1865.49,0
1036,Inicial,Sur,Digital,26,0,8.00,1,1.80,20.00,1
1037,Inicial,Remota,Digital,13,5,11.40,0,1.80,189.97,0
1038,Inicial,Norte,Digital,54,1,25.86,0,1.80,62.64,0
1039,Premium,Norte,Digital,56,11,151.66,0,1.80,6641.86,0
1040,Frecuente,Remota,Telefónico,60,3,102.24,0,4.20,1438.41,0
1041,Premium,Sur,Sucursal,75,7,134.04,0,8.50,2779.84,0
1042,Frecuente,Centro,Digital,67,5,64.23,0,1.80,752.15,0
1043,Frecuente,Centro,Telefónico,73,4,74.50,1,4.20,1178.16,0
1044,Inicial,Norte,Sucursal,64,3,78.36,1,8.50,908.17,0
1045,Premium,Centro,Sucursal,80,8,124.05,1,8.50,2495.51,0
1046,Frecuente,Centro,Telefónico,57,6,29.64,1,4.20,529.93,0
1047,Inicial,Sur,Telefónico,57,3,19.28,0,4.20,155.07,0
1048,Inicial,Norte,Digital,38,3,42.30,1,1.80,473.40,0
1049,Frecuente,Centro,Digital,55,6,87.72,1,1.80,1952.29,0
1050,Premium,Remota,Digital,46,10,161.23,0,1.80,6578.00,0
1051,Frecuente,Norte,Digital,68,5,77.48,0,1.80,1576.74,0
1052,Inicial,Sur,Sucursal,39,0,53.00,0,8.50,20.00,0
1053,Premium,Norte,Sucursal,65,9,106.07,0,8.50,4471.00,0
1054,Frecuente,Centro,Digital,21,7,76.07,1,1.80,1863.00,0
1055,Inicial,Norte,Digital,23,1,21.59,2,1.80,50.98,0
1056,Premium,Centro,Digital,48,8,98.93,0,1.80,3641.45,0
1057,Frecuente,Norte,Telefónico,74,4,66.50,0,4.20,741.12,0
1058,Premium,Norte,Digital,4,9,110.44,0,1.80,2712.63,0
1059,Frecuente,Remota,Sucursal,10,4,102.60,1,8.50,1466.47,0
1060,Frecuente,Sur,Digital,72,5,98.12,0,1.80,1639.09,0
1061,Premium,Centro,Digital,67,8,146.48,0,1.80,3586.17,0
1062,Frecuente,Remota,Sucursal,9,8,81.79,0,8.50,1929.50,0
1063,Premium,Sur,Digital,8,4,,0,1.80,2296.46,0
1064,Frecuente,Sur,Digital,8,3,91.36,1,1.80,1125.92,0
1065,Inicial,Norte,Digital,73,4,23.85,0,1.80,453.14,0
1066,Premium,Centro,Telefónico,62,8,153.00,0,4.20,2825.62,0
1067,Premium,Sur,Digital,39,9,86.88,0,1.80,1773.79,0
1068,Premium,Remota,Sucursal,3,13,127.57,0,8.50,6949.97,0
1069,Frecuente,Norte,Digital,16,10,30.88,0,1.80,1029.82,0
1070,Premium,Centro,Digital,69,9,68.01,0,1.80,1370.40,0
1071,Inicial,Centro,Digital,24,1,65.41,0,1.80,313.62,0
1072,Premium,Centro,Sucursal,10,6,134.96,1,8.50,2823.54,0
1073,Inicial,Remota,Sucursal,47,2,25.39,0,8.50,147.01,0
1074,Inicial,Sur,Telefónico,80,0,35.34,0,4.20,20.00,0
1075,Frecuente,Norte,Digital,19,7,75.93,0,1.80,2486.25,1
1076,Frecuente,Sur,Sucursal,39,7,76.70,0,8.50,1570.79,0
1077,Frecuente,Remota,Digital,29,6,86.74,0,1.80,1557.80,0
1078,Inicial,Sur,Telefónico,34,2,56.86,0,4.20,474.07,0
1079,Frecuente,Remota,Sucursal,8,6,43.49,2,8.50,769.09,0
1080,Frecuente,Sur,Digital,49,4,8.00,1,1.80,90.22,0
1081,Premium,Sur,Digital,32,9,115.08,0,1.80,3017.15,0
1082,Premium,Centro,Digital,73,8,,0,1.80,3901.19,0
1083,Inicial,Remota,Digital,46,0,50.74,0,1.80,20.00,0
1084,Frecuente,Centro,Digital,34,6,73.93,0,1.80,1978.26,0
1085,Inicial,Centro,Digital,84,4,53.73,1,1.80,496.29,0
1086,Premium,Sur,Telefónico,3,6,114.40,0,4.20,2140.56,0
1087,Frecuente,Centro,Digital,57,6,78.29,0,1.80,2046.07,0
1088,Frecuente,Sur,Digital,42,8,54.25,0,1.80,2055.03,0
1089,Frecuente,Centro,Digital,6,5,85.24,0,1.80,1171.95,0
1090,Premium,Sur,Telefónico,49,8,138.00,0,4.20,4513.50,0
1091,Inicial,Centro,Telefónico,29,0,11.44,0,4.20,20.00,0
1092,Inicial,Remota,Sucursal,67,0,27.28,0,8.50,20.00,0
1093,Inicial,Sur,Digital,41,1,33.11,0,1.80,148.64,0
1094,Premium,Centro,Telefónico,84,12,117.72,0,4.20,5995.74,0
1095,Inicial,Norte,Sucursal,53,0,13.43,0,8.50,20.00,0
1096,Premium,Norte,Sucursal,81,6,146.72,0,8.50,2348.56,0
1097,Frecuente,Sur,Sucursal,61,5,59.54,1,8.50,1188.97,0
1098,Premium,Remota,Telefónico,46,9,160.82,1,4.20,4092.68,0
1099,Frecuente,Centro,Telefónico,6,10,96.15,2,4.20,3692.49,0
1100,Frecuente,Norte,Sucursal,76,4,120.76,0,8.50,1167.95,0
1101,Frecuente,Remota,Digital,57,7,106.43,0,1.80,2088.90,0
1102,Premium,Remota,Digital,50,12,128.72,0,1.80,3973.15,0
1103,Premium,Norte,Digital,36,6,119.91,0,1.80,1804.58,0
1104,Inicial,Sur,Telefónico,34,2,85.06,0,4.20,783.23,0
1105,Inicial,Norte,Digital,6,4,37.54,0,1.80,655.33,1
1106,Premium,Remota,Sucursal,67,8,153.53,1,8.50,5633.56,0
1107,Inicial,Remota,Telefónico,64,1,92.82,1,4.20,232.32,0
1108,Inicial,Centro,Digital,65,1,31.52,1,1.80,129.63,0
1109,Premium,Sur,Telefónico,5,4,157.64,0,4.20,2766.78,0
1110,Inicial,Centro,Digital,76,0,8.00,2,1.80,20.00,0
1111,Inicial,Remota,Digital,26,1,37.25,0,1.80,102.69,0
1112,Premium,Norte,Sucursal,5,8,118.67,0,8.50,3027.34,0
1113,Frecuente,Norte,Telefónico,30,8,46.81,0,4.20,1405.81,0
1114,Inicial,Centro,Telefónico,37,2,22.13,1,4.20,125.86,0
1115,Frecuente,Centro,Digital,51,5,32.28,0,1.80,560.42,0
1116,Frecuente,Sur,Digital,53,6,110.28,1,1.80,1905.79,0
1117,Frecuente,Remota,Digital,7,5,110.48,0,1.80,1658.40,0
1118,Inicial,Norte,Sucursal,15,5,,0,8.50,1166.70,0
1119,Premium,Centro,Sucursal,12,9,113.78,0,8.50,2421.89,0
1120,Premium,Norte,Telefónico,69,11,104.76,1,4.20,3404.52,0
1121,Frecuente,Norte,Sucursal,32,6,69.61,2,8.50,1030.12,0
1122,Inicial,Sur,Digital,30,2,20.18,0,1.80,92.36,0
1123,Frecuente,Remota,Digital,35,6,64.70,0,1.80,1593.45,1
1124,Premium,Norte,Digital,76,8,139.17,0,1.80,4202.83,0
1125,Premium,Centro,Digital,59,9,152.98,0,1.80,4071.49,0
1126,Premium,Sur,Digital,69,7,111.46,0,1.80,3731.10,0
1127,Premium,Centro,Digital,74,10,131.25,0,1.80,4809.27,0
1128,Premium,Centro,Digital,22,10,150.05,2,1.80,5616.31,0
1129,Frecuente,Norte,Digital,64,5,92.73,0,1.80,1407.56,0
1130,Inicial,Sur,Sucursal,72,2,53.35,0,8.50,321.60,0
1131,Premium,Remota,Digital,11,10,122.99,0,1.80,2749.45,0
1132,Inicial,Remota,Telefónico,15,2,69.46,0,4.20,367.29,0
1133,Premium,Remota,Digital,38,13,188.40,0,1.80,7114.79,0
1134,Premium,Norte,Digital,67,4,117.83,0,1.80,2203.51,0
1135,Frecuente,Remota,Digital,43,8,,0,1.80,1569.57,0
1136,Frecuente,Norte,Digital,9,5,74.54,0,1.80,1499.71,0
1137,Frecuente,Sur,Digital,80,4,74.74,0,1.80,833.36,0
1138,Frecuente,Sur,Telefónico,55,8,54.32,0,4.20,1661.54,0
1139,Premium,Norte,Digital,20,10,145.10,0,1.80,3670.32,0
1140,Frecuente,Sur,Sucursal,76,8,22.49,0,8.50,740.63,0
1141,Inicial,Norte,Digital,30,2,44.28,0,1.80,232.78,0
1142,Inicial,Norte,Digital,57,0,20.81,1,1.80,20.00,0
